"svc_cde","svc_nme","trade_cde","tradelane_cde","svc_type","eff_start_iodt","eff_end_iodt","svc_id","ssm_svc_id","voy_assgn_to","rec_cre_iodt","rec_cre_by","rec_upd_iodt","rec_upd_by","oa_cmn_cde","rec_cre_ts"
NW1,TAIWAN EUROPE EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20060201000000.000","20120513000000.000",84,,,"20120722104953.531",,"20130315012646.203",,,"20221211211512.000044"
NW3,SOUTH CHINA EUROPE EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20040101000000.000","20120508000000.000",86,,,"20120722104956.463",,"20130315012646.839",,,"20221211211512.000044"
VKS,HOCHIMINH KAOHSIUNG FEEDER,IAT,IAT,FINT,"20060201000000.000","20101231000000.000",87,,,"20120722104956.766",,"20130315012647.042",,,"20221211211512.000044"
NZX1,NEW ZEALAND EXPRESS LOOP 1,AUT,AUT,Trunk Vessel,"20060301000000.000","20120112000000.000",88,,,"20120722104957.453",,"20130315012647.219",,,"20221211211512.000044"
NZX2,NEW ZEALAND EXPRESS LOOP 2,AUT,AUT,Trunk Vessel,"20060301000000.000","20101231000000.000",89,,,"20120722104957.706",,"20130315012647.359",,,"20221211211512.000044"
RBJ,THAILAND JAPAN SERVICE,IAT,IAT,Trunk Vessel,"20060216000000.000","20101231000000.000",90,,,"20120722104958.304",,"20130315012647.553",,,"20221211211512.000044"
PEN1,PENANG FEEDER SERVICE,IAT,IAT,FINT,"20060303000000.000","20090615000000.000",91,,,"20120722104958.785",,"20130315012647.740",,,"20221211211512.000044"
THX,TAIWAN HONGKONG HOCHIMINH EXPRESS,IAT,IAT,FINT,"20060326000000.000","20271231000000.000",93,10096,Entire Service,"20120722104959.795",,"20221211130000.762",IR4_ITS,,"20221211211512.000045"
GIS,GULF INDIA SERVICE,IAT,IAT,EINT Feeder,"20060419000000.000","20101231000000.000",94,,,"20120722105000.522",,"20130315012648.270",,,"20221211211512.000045"
AEX,ASIA EAST COAST EXPRESS,TPT,TPA,Trunk Vessel,"20040401000000.000","20130801000000.000",95,,,"20120722105002.139",,"20130801015445.438",,,"20221211211512.000045"
AEXP,ASIA EAST COAST EXPRESS,TPT,TPP,Trunk Vessel,"20030101000000.000","20101231000000.000",96,,,"20120722105004.115",,"20130315012649.119",,,"20221211211512.000045"
ECN,EAST COAST NORTH EXPRESS,TPT,TPA,Trunk Vessel,"20000101000000.000","20101231000000.000",97,,,"20120722105004.751",,"20130315012649.465",,,"20221211211512.000045"
INTV,HALBOS,TPT,TPA,Public Feeder,"20000101000000.000","20121231000000.000",98,10101,Entire Service,"20120722105004.966",,"20170301062756.447",LIJO2,,"20221211211512.000045"
JBX,JEBEL ALI BANDARABBAS EXPRESS,IAT,IAT,FINT,"20060518000000.000","20101230000000.000",99,,,"20120722105005.117",,"20130315012649.709",,,"20221211211512.000045"
MAX,MIDDLE EAST ASIA EXPRESS EXPIRED,IAT,IAT,EINT (Int),"20060601000000.000","20170515000000.000",100,10104,Entire Service,"20120722105006.180",,"20170523024905.436",XIERO,,"20221211211512.000045"
KES,KARACHI EXPRESS SERVICE,IAT,IAT,FINT,"20060707000000.000","20071120000000.000",101,,,"20120722105006.576",,"20130315012650.220",,,"20221211211512.000045"
MDS,CHENNAI SERVICE,IAT,IAT,EINT Feeder,"20010101000000.000","20150211000000.000",102,10106,Entire Service,"20120722105007.078",,"20150211000721.173",SONGLU,,"20221211211512.000045"
SPG,SINGAPORE PORTKELANG SERVICE,IAT,IAT,FINT,"20060801000000.000","20100731000000.000",103,,,"20120722105007.189",,"20130315012650.654",,,"20221211211512.000045"
HUA3,NEW HONG KONG HUANGPU SERVICE,IAT,IAT,Barge service,"20060101000000.000","20141215000000.000",104,10108,Entire Service,"20120722105007.656",,"20141212030640.266",FEIFR,,"20221211211512.000045"
KTX4,KTX SERVICE 4,IAT,IAT,EINT Feeder,"20060101000000.000","20180427000000.000",105,10109,Entire Service,"20120722105008.080",,"20180426150000.818",IR4_ITS,,"20221211211512.000046"
TIX,TAIWAN INDONESIA EXPRESS,IAT,IAT,EINT Feeder,"20060901000000.000","20101231000000.000",106,,,"20120722105008.265",,"20130315012651.106",,,"20221211211512.000046"
UKX,UK EXPRESS,IET,IET,Feeder,"20061105000000.000","20101130000000.000",107,,,"20120722105008.482",,"20130315012651.253",,,"20221211211512.000046"
LKS,LAEMCHABANG KANSAI SERVICE,IAT,IAT,EINT Feeder,"20061101000000.000","20101231000000.000",108,,,"20120722105008.753",,"20130315012651.393",,,"20221211211512.000046"
BSX,BILBAO SOUTHAMPTON EXPRESS,IET,IET,Feeder,"20061101000000.000","20081101000000.000",110,,,"20120722105010.332",,"20130315012651.842",,,"20221211211512.000046"
YTH,YATIAN/ HONG KONG FEEDER SERVICE,IAT,IAT,Barge service,"20000101000000.000","20160228000000.000",111,10115,Entire Service,"20120722105011.000",,"20160204042716.393",XIERO,,"20221211211512.000046"
RCX,CORK ROTTERDAM LOOP,IET,NEN,Public Feeder,"20061101000000.000","20271231000000.000",112,10117,Entire Service,"20120722105011.452",,"20221211130000.800",IR4_ITS,,"20221211211512.000046"
RBX2,BELFAST ROTTERDAM LOOP,IET,IET,Public Feeder,"20061101000000.000","20070901000000.000",113,,,"20120722105011.764",,"20130315012652.334",,,"20221211211512.000046"
SIX,SOUTHAMPTON IRELAND EXPRESS,IET,NEN,Public Feeder,"20061101000000.000","20241231000000.000",114,10119,Entire Service,"20120722105012.459",,"20221211130001.062",IR4_ITS,,"20221211211512.000046"
RBX1,SOUTHAMTPON BELFAST EXPRESS,IET,IET,Public Feeder,"20061101000000.000","20071101000000.000",115,,,"20120722105012.772",,"20130315012652.770",,,"20221211211512.000046"
TNX,TALLINN EXPRESS EXPIRED,IET,IET,Public Feeder,"20140206000000.000","20141011000000.000",441,10315,Entire Service,"20140206025649.691",SHENHE,"20141015013404.460",XIERO,,"20221211211512.000046"
SHZ1,HONGKONG FEEDER SERVICE,IAT,IAT,Barge service,"20140801000000.000","20140930000000.000",741,10352,Entire Service,"20140811045530.003",XINNO,"20141107030147.922",XINNO,,"20221211211512.000046"
SHZ2,HONGKONG FEEDER SERVICE,IAT,IAT,Barge service,"20140801000000.000","20140930000000.000",742,10353,Entire Service,"20140811045556.129",XINNO,"20150331011139.106",XUJE7,,"20221211211512.000046"
JTX,JAPAN THAILAND EXPRESS SERVICE EXPIRED,IAT,IAT,EINT Feeder,"20160818000000.000","20170510000000.000",2041,10439,Entire Service,"20160822090317.384",CAOBE,"20170523023754.862",XIERO,,"20221211211512.000046"
BMX,BLACK SEA MED EXPRESS,IET,SES,Public Feeder,"20170516000000.000","20231231000000.000",2781,10496,Entire Service,"20170516025435.443",XUJE7,"20221211130000.521",IR4_ITS,,"20221211211512.000046"
FCS2,FAR EAST CHENNAI SERVICE 2,IAT,IAT,EINT,"20171215000000.000","20271231000000.000",24921,10516,Entire Service,"20171220014059.148",XIERO,"20221211130000.297",IR4_ITS,,"20221211211512.000046"
CJ23,QINGDAO KYUSHU SERVICE(EXPIRED),IAT,IAT,EINT Feeder,"20180919000000.000","20191031000000.000",90922,1054407,Entire Service,"20180918053224.033","1041","20191101064624.247","1041",,"20221211211512.000046"
SBY2,SURABAYA SERVICE 2,IAT,IAT,FINT,"20220404000000.000","20261231000000.000",374921,1075700,Entire Service,"20220404091824.224","1041","20221211130000.552",IR4_ITS,,"20221211211512.000047"
PLFW,PUBLIC LATIN AMERICA FEEDER -WEST,LAT,ALW,Feeder,"20220701000000.000","20251231000000.000",388922,1076801,Sector,"20220722164512.261","1041","20221211130001.032",IR4_ITS,,"20221211211512.000047"
PCS1,PACIFIC CHINA SOUTH 1,TPT,TPP,Trunk Vessel,"20170101000000.000","20251231000000.000",2261,10453,Entire Service,"20161202074228.434",SHENHE,"20221211130001.635",IR4_ITS,PSW1,"20221211211512.000047"
PVCS,PACIFIC VIETNAM CHINA SOUTH,TPT,TPP,Trunk Vessel,"20170101000000.000","20301231000000.000",2262,10454,Entire Service,"20161202074344.482",SHENHE,"20221211130001.819",IR4_ITS,PSW6,"20221211211512.000047"
ME1,MIDDLE EAST LOOP 1,IAT,IAT,EINT,"20170201000000.000","20251231000000.000",2361,10460,Entire Service,"20161205065435.830",DAIDE,"20221211130001.067",IR4_ITS,MEA1,"20221211211512.000047"
CSE1,NORTH CHINA SOUTH EAST ASIA EXPRESS SERVICE I,IAT,IAT,EINT,"20171012000000.000","20271231000000.000",14922,10511,Entire Service,"20171025082655.266",XIERO,"20221211130001.198",IR4_ITS,,"20221211211512.000047"
BFU,"BELGIUM, FRANCE, UK SERVICE EXPIRED",IET,IET,Public Feeder,"20180903000000.000","20190429000000.000",70921,1054100,Entire Service,"20180903033325.366","1041","20190429080836.060","1041",,"20221211211512.000047"
EM3,MIDDLE EAST INDIAN SUBCONTINENT EAST MEDITERRANEAN,AET,AEM,Trunk Vessel,"20181127000000.000","20281231000000.000",128921,1055700,Entire Service,"20181127085039.439","1041","20221211130001.214",IR4_ITS,,"20221211211512.000047"
CV2,CHL2-VIETNAM LOOP(EXPIRED),IAT,IAT,EINT Feeder,"20200424000000.000","20200427000000.000",236921,1065700,Entire Service,"20200424055948.199","1041","20200427053348.557","1041",,"20221211211512.000047"
UIS,UNIFEEDER IRISH SEA SERVICE,IET,NEN,Public Feeder,"20211001000000.000","20271231000000.000",338921,1073101,Entire Service,"20211103084236.213","1041","20221211130001.814",IR4_ITS,,"20221211211512.000047"
NCE,NORTH AND CENTRAL CHINA EAST COAST EXPRESS,TPT,TPA,Trunk Vessel,"20070512000000.000","20170531000000.000",134,10141,Entire Service,"20120722105031.473",,"20170601093554.566",XINNO,,"20221211211512.000047"
CEC2,CHINA EAST COAST EXPRESS2,TPT,TPA,Trunk Vessel,"20150504000000.000","20170123000000.000",1141,10381,Entire Service,"20150504071448.607",XINNO,"20170124070147.169",XINNO,,"20221211211512.000047"
NET2,NORTH EUROPE TURKIYE SERVICE,IET,NES,EINT,"20180118000000.000","20231231000000.000",32921,10521,Entire Service,"20180118024745.019",XUJE7,"20221211130001.780",IR4_ITS,,"20221211211512.000047"
HRS,HAMBURG RUSSIA SERVICE,IET,IET,EINT Feeder,"20190322000000.000","20190429000000.000",152921,1057401,Entire Service,"20190322014700.207","1041","20190429030221.578","1041",,"20221211211512.000047"
MCX1,MEXICO CENTRAL AMERICA FEEDER 1,LAT,ALW,EINT,"20191230000000.000","20301231000000.000",214921,1063003,Entire Service,"20191017031924.268","1041","20221211130000.899",IR4_ITS,,"20221211211512.000047"
SFS,SIN/FRE SHUTTLE,AUT,AUT,Trunk Vessel,"20200825000000.000","20251231000000.000",268921,1067601,Entire Service,"20200825030812.178","1041","20221211130000.725",IR4_ITS,,"20221211211512.000047"
HHZ2,NEW HKG HAI ZHJ HKG FEEDER,IAT,IAT,Barge service,"20061101000000.000","20231006000000.000",116,10121,Entire Service,"20120722105013.415",,"20221211130001.684",IR4_ITS,,"20221211211512.000048"
SIS1,SINGAPORE INDONESIA SHUTTLE (EXPIRED),IAT,IAT,FINT,"20061201000000.000","20190405000000.000",117,10122,Entire Service,"20120722105013.721",,"20190408082825.345","1041",,"20221211211512.000048"
KHS,KEELUNG HONG KONG SERVICE,IAT,IAT,EINT Feeder,"20070101000000.000","20140221000000.000",118,10123,Entire Service,"20120722105013.896",,"20170601094300.165",XIERO,,"20221211211512.000048"
EUM,AEM ASIA MED EXPRESS,AET,AWM,Trunk Vessel,"20070101000000.000","20170701000000.000",119,10126,Entire Service,"20120722105015.314",,"20170630150001.828",IR4_ITS,,"20221211211512.000048"
IDX,INDIA US EAST COAST EXPRESS,TPT,TPA,Trunk Vessel,"20061201000000.000","20101231000000.000",120,,,"20120722105016.161",,"20130315012653.446",,,"20221211211512.000048"
PAX,PACIFIC-ATLANTIC EXPRESS,TPT,TPA,Trunk Vessel,"20000101000000.000","20140720000000.000",121,10127,Entire Service,"20120722105018.714",,"20140724025744.736",QIANFE,,"20221211211512.000048"
PNX,PACIFIC - NORTH - WEST EXRESS,TPT,TPP,Trunk Vessel,"20060103000000.000","20140627000000.000",122,10128,Entire Service,"20120722105019.622",,"20140625063739.469",QIANFE,,"20221211211512.000048"
JCX,JAPAN CHINA EXPRESS EXPIRED,TPT,TPP,Trunk Vessel,"19980101000000.000","20111203000000.000",123,,,"20120722105020.279",,"20130315012655.244",,,"20221211211512.000048"
SSX,SUPER SHUTTLE EXPRESS,TPT,TPP,Trunk Vessel,"20000101000000.000","20140620000000.000",124,10130,Entire Service,"20120722105021.207",,"20140618060517.325",QIANFE,,"20221211211512.000048"
CCX,CENTRAL CHINA EXPRESS,TPT,TPP,Trunk Vessel,"20060109000000.000","20140623000000.000",125,10131,Entire Service,"20120722105022.265",,"20140623065232.130",QIANFE,,"20221211211512.000048"
NCX,NORTH CHINA EXPRESS,TPT,TPP,Trunk Vessel,"20060108000000.000","20170531000000.000",127,10133,Entire Service,"20120722105024.912",,"20170601093827.470",XINNO,,"20221211211512.000048"
ECS,EAST COAST SOUTH EXPRESS,TPT,TPA,Trunk Vessel,"20060728000000.000","20101231000000.000",128,,,"20120722105025.532",,"20130315012656.902",,,"20221211211512.000048"
NWX,NORTHWEST EXPRESS,TPT,TPP,Trunk Vessel,"20050501000000.000","20140623000000.000",129,10135,Entire Service,"20120722105027.037",,"20140623065335.622",QIANFE,,"20221211211512.000048"
SHK,SINGAPORE HONG KONG SERVICE EXPIRED,IAT,IAT,EINT Feeder,"20070415000000.000","20101231000000.000",131,10138,Entire Service,"20120722105028.745",,"20170301034138.737",LIJO2,,"20221211211512.000048"
HMX,HONGKONG MANILA X PRESS,IAT,IAT,EINT Feeder,"20070515000000.000","20090425000000.000",132,,,"20120722105029.140",,"20130315012657.964",,,"20221211211512.000048"
ABX,ASIA BLACK SEA EXPRESS EXPIRED,AET,AEM,Trunk Vessel,"20070501000000.000","20131231000000.000",135,10142,Entire Service,"20120722105032.424",,"20170601093645.540",XUJE7,,"20221211211512.000048"
PAJ,PANJANG SHUTTLE SERVICE,IAT,IAT,FINT,"20070601000000.000","20150601000000.000",136,,,"20120722105032.549",,"20130315012659.056",,,"20221211211512.000048"
SPK,SINGAPORE PORT KELANG SERVICE,IAT,IAT,FINT,"20070910000000.000","20090117000000.000",137,,,"20120722105032.674",,"20130315012659.558",,,"20221211211512.000049"
OJLF,OJL DOMESTIC FEEDER,IAT,IAT,Barge service,"20070622000000.000","20251231000000.000",138,10145,Entire Service,"20120722105034.140",,"20221211130000.736",IR4_ITS,,"20221211211512.000049"
SPX,SINGAPORE PAKISTAN XPRESS EXPIRED,IAT,IAT,EINT Feeder,"20071001000000.000","20101231000000.000",139,10147,Entire Service,"20120722105034.469",,"20170118090711.680",XIERO,,"20221211211512.000049"
HPX,KAOHSIUNG HAIPHONG EXPRESS,IAT,IAT,EINT Feeder,"20071010000000.000","20101231000000.000",141,,,"20120722105035.072",,"20130315012700.092",,,"20221211211512.000049"
CPX,CHINA PAKISTAN INDIA EXPRESS SERVICE,IAT,IAT,EINT,"20071225000000.000","20271231000000.000",142,10150,Entire Service,"20120722105035.566",,"20221211130000.751",IR4_ITS,,"20221211211512.000049"
TMS,TAIWAN MIDDLE EAST SERVICE,IAT,IAT,EINT Feeder,"20080101000000.000","20101231000000.000",143,,,"20120722105036.079",,"20130315012700.497",,,"20221211211512.000049"
AIM2,NPRC MIDDLE EAST,IAT,IAT,EINT Feeder,"20080101000000.000","20090325000000.000",144,,,"20120722105037.518",,"20130315012700.859",,,"20221211211512.000049"
CAX,CAMBODIA XPRESS,IAT,IAT,FINT,"20080401000000.000","20151231000000.000",145,,,"20120722105037.700",,"20130315012701.066",,,"20221211211512.000049"
IEX,INDIA EAST COAST EXPRESS,TPT,TPA,Trunk Vessel,"20080601000000.000","20251231000000.000",146,10154,Entire Service,"20120722105038.763",,"20221211130001.029",IR4_ITS,,"20221211211512.000049"
IMS,INDONESIA MALAYSIA SERVICE,IAT,IAT,FINT,"20080613000000.000","20100803000000.000",147,,,"20120722105039.373",,"20130315012701.420",,,"20221211211512.000049"
WYB,WUHU / YANGZHOU/ SHANGHAI BARGE,IAT,IAT,Barge service,"20000101000000.000","20161231000000.000",149,10178,Entire Service,"20120722105040.754",,"20161230150001.733",IR4_ITS,,"20221211211512.000049"
PTWN,PINT - TAIWAN,IAT,IAT,Public Feeder,"19980101000000.000","20251231000000.000",151,10176,Entire Service,"20120722105046.335",,"20221211130000.587",IR4_ITS,,"20221211211512.000049"
PTHI,PINT - THAILAND,IAT,IAT,Public Feeder,"20000101000000.000","20141231000000.000",152,10175,Sector,"20120722105046.911",,"20140814082514.087",LIJO2,,"20221211211512.000049"
PSGP,PINT - SINGAPORE MALAYSIA INDONESIA MIDDLEEAST INDIAN-SUBCONT,IAT,IAT,Public Feeder,"20060309000000.000","20251231000000.000",153,10174,Entire Service,"20120722105050.159",,"20221211130000.705",IR4_ITS,,"20221211211512.000049"
PPHI,PPHI- PHILIPPINES,IAT,IAT,Public Feeder,"20000101000000.000","20251231000000.000",154,10173,Sector,"20120722105051.308",,"20221211130000.579",IR4_ITS,,"20221211211512.000049"
PPG,PORT KELANG PASIR GUDANG FEEDER,IAT,IAT,FINT,"20080901000000.000","20191231000000.000",155,,,"20120722105051.486",,"20191231150000.615",IR4_ITS,,"20221211211512.000049"
PMAL,MAL - PINT - MALAYSIA,IAT,IAT,Public Feeder,"20000101000000.000","20201231000000.000",156,10171,Entire Service,"20120722105052.435",,"20201230150000.431",IR4_ITS,,"20221211211512.000049"
PKOR,PINT - KOREA,IAT,IAT,Public Feeder,"20000101000000.000","20251231000000.000",157,10170,Sector,"20120722105053.851",,"20221211130000.548",IR4_ITS,,"20221211211512.000049"
PJPN,PINT - JAPAN,IAT,IAT,Public Feeder,"19950101000000.000","20251231000000.000",158,10169,Sector,"20120722105054.192",,"20221211130000.287",IR4_ITS,,"20221211211512.000050"
PINO,PINT - INDONESIA,IAT,IAT,Public Feeder,"20040501000000.000","20251231000000.000",159,10168,Entire Service,"20120722105054.812",,"20221211130000.818",IR4_ITS,,"20221211211512.000050"
PHF1,TAIWAN PHILIPPINE FEEDER SERVICE,IAT,IAT,FINT,"20050601000000.000","20101231000000.000",161,,,"20120722105105.203",,"20120722105554.293",,,"20221211211512.000050"
PCHN,PCHN,IAT,IAT,Public Feeder,"20000101000000.000","20351231000000.000",162,10165,Entire Service,"20120722105108.885",,"20221211130001.664",IR4_ITS,,"20221211211512.000050"
MAX2,MIDDLE EAST ASIA EXPRESS 2 EXPIRED,IAT,IAT,EINT Feeder,"20110530000000.000","20170511000000.000",163,10238,Sector,"20120722105109.699",,"20170523024037.413",XIERO,,"20221211211512.000050"
NZB,NANJING / ZHANGJIAGANG/ SHANGHAI BARGE,IAT,IAT,Barge service,"20000101000000.000","20161231000000.000",164,10163,Entire Service,"20120722105110.107",,"20161230150001.739",IR4_ITS,,"20221211211512.000050"
NNB,NANJING / NANTONG / SHANGHAI BARGE,IAT,IAT,Barge service,"20080901000000.000","20161231000000.000",165,10162,Entire Service,"20120722105111.205",,"20170111074752.503",TAOIR,,"20221211211512.000050"
NDB,NINGBO DALIAN BARGE SVC,IAT,IAT,Public Feeder,"20080901000000.000","20191231000000.000",166,,,"20120722105111.589",,"20191231150000.620",IR4_ITS,,"20221211211512.000050"
JSB,JIUJIAN/ SHANGHAI BARGE,IAT,IAT,Barge service,"20000101000000.000","20161231000000.000",167,10160,Entire Service,"20120722105112.210",,"20171106073311.797",XIERO,,"20221211211512.000050"
JNM,JAWAHARLAL NEHRU MALAYSIA EXPRESS,IAT,IAT,FINT,"20080901000000.000","20191231000000.000",168,,,"20120722105112.433",,"20191231150000.624",IR4_ITS,,"20221211211512.000050"
PEAF,IN OUT OF EAST AFRICA KENYA TANZANIA,IAT,IAT,Public Feeder,"20130620000000.000","20251231000000.000",169,10297,Entire Service,"20130620093625.896",,"20221211130001.380",IR4_ITS,,"20221211211512.000050"
FIX,FAR EAST INDIA EXPRESS SERVICE,IAT,IAT,EINT (Ext),"20131025000000.000","20170627000000.000",281,10307,Entire Service,"20131025021550.671",,"20200810091024.501","1041",,"20221211211512.000050"
RFX,RUSSIAN FINLAND EXPRESS EXPIRED,IET,IET,Public Feeder,"20150720000000.000","20160309000000.000",1261,10389,Entire Service,"20150720070925.623",XUJE7,"20170523051119.626",XUJE7,,"20221211211512.000050"
APG,ARABIAN PERSIAN GULF EXPIRED,IAT,IAT,EINT Feeder,"20150808000000.000","20170523000000.000",1321,10394,Entire Service,"20150812085525.552",XIERO,"20170523013058.587",XIERO,,"20221211211512.000050"
MCA,MCA EXPIRED,IET,IET,Public Feeder,"20160523000000.000","20190429000000.000",1861,10428,Entire Service,"20160523083030.413",NIUGA,"20190429080337.652","1041",,"20221211211512.000050"
RS,RED SEA LOOP1 EXPIRED,IAT,IAT,EINT Feeder,"20170101000000.000","20170110000000.000",2601,10482,Entire Service,"20170202014349.216",FEIFR,"20170206060532.929",FEIFR,,"20221211211512.000051"
SBI3,SCAN BALTIC EXPRESS I 3 EXPIRED,IET,IET,EINT,"20170224000000.000","20221115000000.000",2641,10486,Entire Service,"20170224022624.584",XUJE7,"20221115061936.244","1041",,"20221211211512.000051"
SBE3,SCAN BALTIC EXPRESS E 3 EXPIRED,IET,IET,EINT,"20180611000000.000","20220818000000.000",48921,1053000,Entire Service,"20180611065200.720","1041","20220818081912.340","1041",,"20221211211512.000051"
EM1,ASIA EAST MED AND BLACK SEA,AET,AEM,Trunk Vessel,"20170201000000.000","20251231000000.000",2504,10475,Entire Service,"20161208090530.163",XUJE7,"20221211130000.525",IR4_ITS,MED3,"20221211211512.000051"
WM3,MIDDLE EAST PAKISTAN INDIA WEST MEDITERRANEAN SERVICE,AET,AWM,Trunk Vessel,"20180214000000.000","20231231000000.000",34921,10522,Entire Service,"20180214062053.558",XUJE7,"20221211130000.814",IR4_ITS,,"20221211211512.000051"
WAX3,FAR EAST WEST AFRICA EXPRESS SERVICE 3 EXPIRED,IAT,IAT,EINT Feeder,"20180919000000.000","20181001000000.000",92923,1054410,Entire Service,"20180919080118.059","1041","20181005090001.421","1041",,"20221211211512.000051"
JKT3,JAKARTA SERVICE 3,IAT,IAT,FINT,"20211201000000.000","20220621000000.000",352921,1074000,Entire Service,"20211202083336.137","1041","20220621024724.254","1041",,"20221211211512.000051"
AX2,ATLANTIC EXPRESS 2,TAT,TAN,Trunk Vessel,"20140331000000.000","20170518000000.000",562,10338,Entire Service,"20140331065415.269",ZHANGMA4,"20170522063856.616",XINNO,,"20221211211512.000051"
SBXC,SCAN BALTIC EXPRESS C EXPIRED,IET,IET,EINT Feeder,"20140822000000.000","20151201000000.000",763,10356,Entire Service,"20140822095654.824",XIERO,"20170523045612.474",XUJE7,,"20221211211512.000051"
WAX1,FAR EAST WEST AFRICA EXPRESS SERVICE 1,IAT,IAT,EINT Feeder,"20180919000000.000","20181005000000.000",92921,1054408,Entire Service,"20180919075641.597","1041","20181004150001.424",IR4_ITS,,"20221211211512.000051"
GBD1,GERMAN BENELUX EXPRESS D,IET,NEN,EINT,"20190416000000.000","20241231000000.000",160926,1058605,Entire Service,"20190416022415.481","1041","20221211130000.714",IR4_ITS,,"20221211211512.000051"
GBF1,GERMAN BENELUX EXPRESS F,IET,NEN,EINT,"20190416000000.000","20221210000000.000",160929,1058608,Entire Service,"20190416022840.654","1041","20221209150002.532",IR4_ITS,,"20221211211512.000051"
FUJ,FUZHOU XIAMEN SERVICE,IAT,IAT,Barge service,"20100101000000.000","20170115000000.000",170,10158,Entire Service,"20120722105113.067",,"20170114150001.010",IR4_ITS,,"20221211211512.000051"
CWB,CHONGQING WUHAN SHANGHAI BARGE,IAT,IAT,Barge service,"20080302000000.000","20161231000000.000",173,10180,Entire Service,"20120722105113.766",,"20170111074451.402",TAOIR,,"20221211211512.000051"
PHF2,HKG MANILA FEEDER,IAT,IAT,FINT,"20080829000000.000","20261231000000.000",174,10181,Entire Service,"20120722105114.068",,"20221211130000.529",IR4_ITS,,"20221211211512.000051"
MSS,NEW MADRAS SERVICE EXPIRED,IAT,IAT,EINT Feeder,"20080901000000.000","20150223000000.000",175,10182,Entire Service,"20120722105114.844",,"20150310051034.086",XUJE7,,"20221211211512.000051"
VHK,HOCHIMINH HKG FEEDER,IAT,IAT,EINT Feeder,"20080910000000.000","20100602000000.000",176,10183,Entire Service,"20120722105115.068",,"20170601094900.711",XIERO,,"20221211211512.000051"
LJX,LCB JPN EXPRESS,IAT,IAT,EINT Feeder,"20080920000000.000","20130330000000.000",177,,,"20120722105115.398",,"20130425024615.773",,,"20221211211512.000052"
JVS,JAPAN VIETNAM SERVICE,IAT,IAT,EINT Feeder,"20080928000000.000","20090325000000.000",178,,,"20120722105116.326",,"20130315012721.280",,,"20221211211512.000052"
CIN2,CHITTAGONG COLOMBO SERVICE,IAT,IAT,FINT,"20081001000000.000","20170520000000.000",179,10186,Entire Service,"20120722105116.590",,"20170522063957.197",ZHANGJO2,,"20221211211512.000052"
MEF,MIDDLE EAST FEEDER,IAT,IAT,FINT,"20081001000000.000","20170214000000.000",180,10187,Entire Service,"20120722105117.061",,"20170213150001.576",IR4_ITS,,"20221211211512.000052"
HPH2,HAIPHONG HONGKONG,IAT,IAT,FINT,"20081020000000.000","20250116000000.000",181,10188,Entire Service,"20120722105117.342",,"20221211130000.929",IR4_ITS,,"20221211211512.000052"
MEF2,MIDDLE EAST FEEDER 2,IAT,IAT,FINT,"20081101000000.000","20130701000000.000",182,,,"20120722105117.483",,"20130701085004.309",,,"20221211211512.000052"
CJS,CHINA JAPAN SERVICE,IAT,IAT,EINT Feeder,"20081101000000.000","20090425000000.000",183,,,"20120722105117.644",,"20130315012722.501",,,"20221211211512.000052"
MEF3,MIDDLE EAST FEEDER 3,IAT,IAT,FINT,"20081101000000.000","20141101000000.000",184,10191,Entire Service,"20120722105117.790",,"20170601092527.114",ZHANGJO2,,"20221211211512.000052"
WSCE,WINTER SOUTH CHINA EAST COAST EXPRESS,TPT,TPA,Trunk Vessel,"20081115000000.000","20170531000000.000",185,10192,Entire Service,"20120722105118.692",,"20170601094133.188",XINNO,,"20221211211512.000052"
AIM7,ASIA INDIA MIDDLE EAST SERVICE,IAT,IAT,EINT Feeder,"20090101000000.000","20110630000000.000",186,,,"20120722105119.312",,"20130315012723.376",,,"20221211211512.000052"
EMX,BLACK SEA SERVICE WITH ZIM,AET,AEM,Trunk Vessel,"20090201000000.000","20170701000000.000",187,10194,Entire Service,"20120722105120.771",,"20170630150000.821",IR4_ITS,,"20221211211512.000052"
MEF4,MIDDLE EAST FEEDER 4,IAT,IAT,FINT,"20090401000000.000","20130623000000.000",188,,,"20120722105121.050",,"20130624020109.428",,,"20221211211512.000052"
LJS,LCB JPN SERVICE,IAT,IAT,EINT Feeder,"20090420000000.000","20111205000000.000",189,,,"20120722105121.391",,"20130315012724.228",,,"20221211211512.000052"
KLX,KEELUNG LAEM CHABANG SERVICE,IAT,IAT,EINT Feeder,"20090420000000.000","20090620000000.000",190,,,"20120722105121.546",,"20130315012724.446",,,"20221211211512.000052"
KTW,KOREA TAIWAN SERVICE,IAT,IAT,EINT Feeder,"20090601000000.000","20091005000000.000",191,,,"20120722105121.719",,"20130315012724.718",,,"20221211211512.000052"
DVO,DAVAO SINGAPORE EXPRESS,IAT,IAT,FINT,"20090610000000.000","20150620000000.000",192,,,"20120722105121.888",,"20130315012724.942",,,"20221211211512.000052"
LSS,LCB STRAITS FEEDER SERVICE,IAT,IAT,EINT Feeder,"20090727000000.000","20111126000000.000",193,,,"20120722105122.181",,"20130315012725.152",,,"20221211211512.000052"
